ID, date, average, transport, household, clothing, health, food, transport_walking, transport_car, transport_train, transport_bus, transport_plane, household_heating, household_electricity, household_furnishings, household_lighting, clothing_fastfashion, clothing_sustainable, health_medicines, health_scans, food_meat, food_fish, food_dairy, food_oils
average,2021-04-08 23:34:50,2247.47,696.72,651.77,269.7,247.22,382.07,111.48,181.15,125.41,97.54,76.64,71.69,241.15,182.5,156.42,148.34,121.36,111.25,135.97,103.16,103.16,76.41,99.34
high,2020-09-23 21:20:52,2821.39,789.99,818.2,338.57,451.42,423.21,213.3,229.1,110.6,63.2,86.9,139.09,220.91,237.28,220.91,223.46,115.11,139.94,311.48,126.96,80.41,93.11,122.73
low,2021-03-30 15:09:39,1295.63,375.73,349.82,155.48,259.13,155.48,75.15,41.33,48.84,75.15,78.9,101.45,80.46,101.45,66.47,107.28,48.2,173.62,85.51,52.86,41.98,29.54,31.1
average,2020-11-11 04:57:31,2235.67,871.91,693.06,223.57,201.21,245.92,209.26,174.38,130.79,95.91,113.35,145.54,194.06,207.92,145.54,114.02,109.55,68.41,132.8,177.06,19.67,24.59,24.59
high,2021-06-04 23:33:47,2828.9,1103.27,1046.69,198.02,226.31,254.6,319.95,286.85,132.39,99.29,99.29,251.21,209.34,303.54,282.61,102.97,95.05,67.89,158.42,81.47,56.01,63.65,53.47
low,2021-03-26 15:17:07,1898.21,550.48,702.34,303.71,170.84,170.84,115.6,82.57,71.56,104.59,66.06,196.66,154.51,182.61,168.56,206.52,97.19,56.38,114.46,90.55,25.63,17.08,37.58
average,2020-09-23 00:17:56,2175.69,870.27,630.95,174.05,282.84,217.57,121.84,234.97,174.05,87.03,147.95,176.67,126.19,208.21,119.88,121.84,52.22,183.85,98.99,158.83,26.11,17.41,15.23
high,2021-01-02 08:57:33,3069.94,982.38,859.58,214.9,675.39,337.69,117.89,206.3,157.18,176.83,216.12,214.9,189.11,232.09,223.49,128.94,85.96,317.43,357.96,87.8,81.05,70.91,97.93
low,2021-05-10 17:02:29,1225.18,404.31,428.81,134.77,171.53,85.76,72.78,117.25,60.65,84.91,32.34,102.91,94.34,90.05,141.51,67.39,67.39,102.92,68.61,53.17,7.72,16.29,8.58
average,2021-05-08 09:56:52,2219.24,710.16,798.93,199.73,221.92,288.5,92.32,198.84,127.83,106.52,113.63,175.76,295.6,143.81,183.75,137.81,61.92,164.22,57.7,124.06,80.78,37.51,46.16
high,2021-07-02 10:51:46,3177.62,1271.05,1080.39,254.21,285.99,285.99,228.79,254.21,139.82,152.53,228.79,280.9,291.71,216.08,291.71,157.61,96.6,191.61,94.38,214.49,22.88,22.88,25.74
low,2021-05-07 05:06:38,1566.39,469.92,532.57,219.29,219.29,125.31,140.98,122.18,70.49,70.49,37.59,133.14,127.82,111.84,159.77,129.38,89.91,120.61,98.68,63.91,22.56,21.3,17.54
average,2021-04-02 02:02:44,2190.44,810.46,788.56,131.43,262.85,197.14,194.51,162.09,137.78,113.46,81.05,149.83,220.8,212.91,205.03,77.54,53.89,110.4,152.45,110.4,33.51,17.74,35.49
high,2021-03-20 09:36:11,2637.47,843.99,949.49,211.0,290.12,342.87,92.84,194.12,109.72,135.04,168.8,256.36,284.85,208.89,199.39,105.5,105.5,101.54,188.58,198.86,51.43,65.15,27.43
low,2020-12-31 01:35:43,1214.65,315.81,412.98,170.05,194.34,121.47,56.85,75.79,53.69,47.37,34.74,94.99,111.5,107.37,99.12,102.03,68.02,77.74,116.6,37.66,27.94,25.51,30.37
average,2021-08-30 00:00:10,2197.97,791.27,681.37,175.84,219.8,329.7,87.04,102.87,87.04,166.17,166.17,190.78,149.9,170.34,170.34,101.99,73.85,129.68,90.12,214.3,29.67,39.56,46.16
high,2020-11-27 08:14:53,2543.86,915.79,915.79,279.82,279.82,152.63,219.79,174.0,109.89,109.89,128.21,228.95,174.0,283.89,228.95,145.51,134.31,179.08,100.74,83.95,22.89,24.42,21.37
low,2021-04-16 17:22:45,1651.44,561.49,578.0,132.12,132.12,247.72,123.53,112.3,101.07,84.22,84.22,75.14,144.5,208.08,150.28,79.27,52.85,46.24,85.88,158.54,29.73,34.68,24.77
average,2021-08-23 05:15:42,2186.7,612.28,612.28,284.27,284.27,393.61,79.6,153.07,91.84,128.58,91.84,79.6,177.56,220.42,134.7,153.51,130.76,204.67,79.6,291.27,39.36,35.42,27.55
high,2021-05-10 04:32:28,2512.13,803.88,803.88,351.7,251.21,301.46,144.7,88.43,144.7,128.62,136.66,88.43,241.16,241.16,233.13,196.95,154.75,140.68,110.53,84.41,90.44,48.23,78.38
low,2021-04-14 20:46:15,1657.91,530.53,580.27,116.05,165.79,265.27,58.36,137.94,84.88,95.5,31.83,162.48,116.05,156.67,145.07,61.51,54.54,82.89,82.89,169.77,37.14,34.49,23.87
average,2021-07-31 19:01:33,2192.47,548.12,833.14,219.25,219.25,372.72,120.59,120.59,104.14,71.26,65.77,216.62,224.95,191.62,199.95,122.78,96.47,120.59,98.66,186.36,74.54,48.45,63.36
high,2021-06-16 22:42:14,2707.47,866.39,1001.76,243.67,243.67,351.97,233.93,181.94,103.97,112.63,129.96,300.53,290.51,230.4,180.32,138.89,104.78,163.26,80.41,109.11,63.35,102.07,77.43
low,2021-08-11 16:01:26,1516.16,606.46,576.14,166.78,75.81,90.97,163.74,121.29,78.84,48.52,109.16,138.27,115.23,149.8,172.84,90.06,76.72,44.73,31.08,57.31,13.65,9.1,10.92
average,2021-01-08 13:33:34,2262.36,814.45,723.95,203.61,226.24,294.11,97.73,179.18,97.73,122.17,162.89,137.55,224.42,152.03,209.95,142.53,61.08,65.61,160.63,167.64,32.35,58.82,35.29
high,2021-02-01 06:39:12,3006.74,1142.56,1112.49,300.67,120.27,330.74,251.36,297.07,148.53,159.96,91.4,222.5,300.37,300.37,289.25,180.4,120.27,39.69,80.58,105.84,82.69,79.38,62.84
low,2021-04-29 22:55:03,1220.03,427.01,427.01,97.6,122.0,146.4,64.05,106.75,72.59,55.51,46.97,123.83,76.86,106.75,119.56,63.44,34.16,39.04,82.96,83.45,23.42,17.57,21.96
average,2020-09-12 10:04:37,2206.92,794.49,684.14,242.76,286.9,198.62,206.57,166.84,119.17,127.12,95.34,150.51,198.4,177.88,157.35,135.95,106.81,160.66,126.24,89.38,39.72,41.71,27.81
high,2021-02-06 08:47:48,2743.62,1042.58,1070.01,164.62,137.18,329.23,135.54,208.52,135.54,187.66,177.24,171.2,278.2,267.5,353.1,90.54,74.08,46.64,90.54,118.52,88.89,52.68,69.14
low,2020-11-18 13:35:48,1642.42,525.57,459.88,213.51,229.94,213.51,68.32,120.88,94.6,52.56,84.09,96.57,114.97,128.77,119.57,115.3,98.21,149.46,80.48,108.89,32.03,38.43,34.16
average,2021-04-16 01:09:59,2251.05,900.42,630.29,225.1,202.59,292.64,243.11,126.06,171.08,135.06,108.05,100.85,214.3,170.18,144.97,117.05,108.05,70.91,131.68,196.07,49.75,23.41,23.41
high,2020-09-28 20:35:15,2773.58,970.75,859.81,277.36,277.36,388.3,262.1,242.69,165.03,116.49,67.95,128.97,240.75,240.75,249.34,166.42,110.94,133.13,144.23,240.75,58.24,54.36,34.95
low,2020-12-18 16:38:43,1457.74,481.05,422.74,204.08,116.62,233.24,134.69,67.35,91.4,57.73,62.54,88.78,93.0,118.37,122.59,132.65,71.43,86.3,30.32,62.97,58.31,41.98,69.97
average,2021-03-14 12:18:48,2183.05,742.24,589.42,305.63,327.46,218.31,207.83,155.87,141.03,44.53,81.65,123.78,147.35,182.72,135.57,155.87,149.76,216.12,111.34,120.07,39.3,24.01,34.93
high,2021-04-10 10:17:33,3055.43,886.07,1161.06,336.1,274.99,397.21,132.91,124.05,141.77,141.77,168.35,162.55,278.65,383.15,336.71,198.3,137.8,192.49,82.5,202.58,71.5,55.61,67.53
low,2020-11-13 19:19:02,1836.95,716.41,716.41,110.22,165.33,128.59,114.63,193.43,143.28,71.64,93.13,107.46,171.94,229.25,207.76,77.15,33.07,61.17,104.16,86.16,15.43,10.29,16.72
average,2021-06-17 02:35:17,2269.91,839.87,907.96,204.29,181.59,136.19,83.99,92.39,100.78,151.18,151.18,90.8,326.87,272.39,217.91,102.14,102.14,59.92,121.67,91.25,9.53,16.34,19.07
high,2020-09-11 05:00:45,2855.56,799.56,799.56,285.56,456.89,514.0,159.91,159.91,135.93,87.95,103.94,183.9,183.9,175.9,255.86,157.06,128.5,201.03,255.86,328.96,56.54,30.84,97.66
low,2021-06-14 15:27:34,1526.47,457.94,381.62,152.65,320.56,213.71,73.27,91.59,82.43,68.69,64.11,45.79,95.41,125.93,114.49,97.7,54.95,217.98,102.58,76.94,32.06,53.43,51.29
average,2020-11-11 02:08:24,2189.05,809.95,831.84,175.12,109.45,262.69,145.79,170.09,113.39,113.39,121.49,183.0,183.0,232.92,232.92,103.32,71.8,37.21,72.24,105.08,63.05,68.3,26.27
high,2021-05-20 03:52:07,3012.4,1054.34,1174.84,361.49,150.62,271.12,115.98,158.15,126.52,263.58,253.04,340.7,223.22,305.46,305.46,216.89,144.6,93.38,57.24,97.6,65.07,56.94,51.51
low,2021-07-21 00:38:20,1722.13,464.98,654.41,223.88,172.21,206.66,125.54,51.15,83.7,74.4,79.05,176.69,176.69,143.97,157.06,132.09,91.79,129.16,43.05,53.73,41.33,64.06,47.53
average,2021-03-31 23:53:13,2262.44,837.1,769.23,316.74,181.0,158.37,175.79,192.53,133.94,108.82,92.08,176.92,207.69,184.62,200.0,218.55,98.19,79.64,101.36,77.6,20.59,31.67,28.51
high,2021-03-17 06:01:15,2757.17,716.86,909.87,441.15,386.0,303.29,107.53,200.72,93.19,86.02,129.03,118.28,263.86,163.78,363.95,273.51,167.64,239.32,146.68,124.35,42.46,75.82,60.66
low,2020-12-03 22:59:11,1852.82,481.73,722.6,166.75,259.39,222.34,67.44,96.35,77.08,77.08,81.89,108.39,224.01,180.65,209.55,101.72,65.03,160.82,98.57,142.3,17.79,33.35,28.9
average,2021-04-10 11:16:51,2241.18,829.23,605.12,246.53,201.71,358.59,215.6,107.8,107.8,157.55,149.26,78.67,193.64,169.43,163.38,162.71,83.82,137.16,64.55,218.74,39.44,57.37,43.03
high,2021-02-09 14:01:43,2739.59,767.09,931.46,301.35,328.75,410.94,115.06,107.39,84.38,145.75,168.76,121.09,232.87,260.81,316.7,156.7,144.65,105.2,223.55,184.92,78.08,86.3,61.64
low,2020-09-30 14:05:53,1838.99,533.31,588.48,202.29,257.46,257.46,80.0,96.0,69.33,90.66,90.66,147.12,123.58,176.54,141.24,123.4,78.89,136.45,121.01,105.56,51.49,59.22,41.19
average,2020-12-06 12:43:53,2221.14,599.71,621.92,310.96,310.96,377.59,143.93,161.92,65.97,101.95,47.98,118.16,161.7,174.14,167.92,174.14,136.82,220.78,90.18,113.28,101.95,101.95,60.41
high,2021-01-19 08:28:08,3014.64,904.39,844.1,391.9,422.05,452.2,226.1,217.05,162.79,117.57,99.48,84.41,185.7,286.99,286.99,219.46,172.44,316.54,105.51,135.66,131.14,90.44,94.96
low,2021-01-06 21:17:28,1905.48,743.14,552.59,362.04,95.27,152.44,133.77,170.92,133.77,66.88,89.18,149.2,132.62,132.62,138.15,209.98,152.06,27.63,67.64,105.18,7.62,22.87,16.77
average,2020-11-06 18:19:54,2205.87,551.47,573.53,397.06,330.88,352.94,66.18,115.81,82.72,77.21,110.29,166.32,154.85,126.18,126.18,262.06,135.0,162.13,168.75,137.65,81.18,63.53,70.59
high,2021-07-29 20:58:50,2700.11,783.03,999.04,216.01,378.02,324.01,195.76,109.62,86.13,101.79,148.78,189.82,279.73,219.79,309.7,108.0,108.0,117.19,260.83,145.8,55.08,81.0,42.12
low,2021-06-06 07:08:22,1290.77,335.6,503.4,193.62,129.08,129.08,57.05,87.26,60.41,36.92,57.05,75.51,130.88,140.95,156.05,106.49,87.13,65.83,63.25,63.25,21.94,24.53,19.36
average,2021-05-20 13:32:25,2204.92,881.97,727.62,176.39,198.44,220.49,141.12,229.31,149.93,167.57,149.93,94.59,174.63,269.22,189.18,97.01,79.38,140.89,57.55,70.56,88.2,39.69,22.05
high,2021-01-15 04:40:27,2618.46,759.35,942.65,314.22,314.22,288.03,129.09,205.02,121.5,98.72,91.12,282.79,207.38,263.94,188.53,201.1,113.12,109.98,204.24,129.61,57.61,66.25,34.56
low,2020-12-23 01:00:16,1263.49,467.49,404.32,151.62,126.35,113.71,56.1,56.1,88.82,74.8,112.2,92.99,101.08,97.04,113.21,80.36,71.26,58.12,68.23,65.95,17.06,11.37,19.33
average,2020-09-26 19:59:23,2183.6,655.08,829.77,87.34,283.87,327.54,124.47,157.22,78.61,137.57,52.41,124.47,199.14,257.23,248.93,57.64,29.7,141.94,141.94,242.38,39.3,26.2,19.65
high,2021-03-18 14:18:45,2643.63,845.96,1057.45,290.8,185.05,264.36,93.06,211.49,118.43,143.81,152.27,116.32,285.51,317.24,338.38,154.12,136.68,88.82,96.23,158.62,47.58,37.01,21.15
low,2020-11-02 23:44:58,1362.2,504.01,463.15,122.6,122.6,149.84,105.84,95.76,95.76,80.64,70.56,138.94,97.26,101.89,125.05,78.46,44.14,49.04,73.56,95.9,17.98,19.48,16.48
average,2021-01-16 00:08:43,2197.66,769.18,593.37,351.63,175.81,307.67,161.53,123.07,84.61,115.38,130.76,130.54,166.14,195.81,100.87,196.91,154.72,130.1,45.71,153.84,58.46,43.07,52.3
high,2020-11-12 08:22:06,3053.02,1099.09,915.91,549.54,244.24,244.24,120.9,142.88,120.9,219.82,274.77,247.3,210.66,192.34,265.61,368.19,181.35,119.68,124.56,178.3,31.75,17.1,17.1
low,2021-07-04 13:57:29,1611.2,402.8,515.58,257.79,306.13,128.9,60.42,92.64,40.28,84.59,40.28,82.49,159.83,134.05,139.21,136.63,121.16,226.54,79.59,39.96,29.65,25.78,33.51
average,2021-07-23 21:46:36,2209.23,861.6,684.86,198.83,309.29,154.65,94.78,180.94,163.7,120.62,146.47,198.61,150.67,136.97,198.61,127.25,71.58,86.6,222.69,74.23,35.57,20.1,24.74
high,2021-05-12 13:23:44,2459.17,860.71,639.38,319.69,418.06,221.33,86.07,129.11,120.5,189.36,146.32,172.63,108.69,153.45,204.6,188.62,131.07,179.77,238.29,88.53,39.84,50.91,42.05
low,2020-09-30 02:29:22,1561.19,437.13,530.8,202.95,140.51,249.79,113.65,126.77,78.68,30.6,39.34,79.62,153.93,153.93,143.32,127.86,75.09,78.69,61.82,137.38,24.98,44.96,42.46
average,2021-06-26 17:19:27,2264.42,769.9,634.04,317.02,271.73,271.73,192.48,92.39,100.09,177.08,92.39,101.45,196.55,209.23,126.81,164.85,152.17,73.37,198.36,203.8,27.17,19.02,21.74
high,2020-10-16 07:14:17,3011.11,993.67,752.78,602.22,271.0,391.44,228.54,208.67,198.73,89.43,149.05,82.81,218.31,240.89,210.78,301.11,301.11,178.86,92.14,219.21,54.8,74.37,43.06
low,2021-02-02 05:17:11,1940.05,659.62,504.41,232.81,252.21,291.01,131.92,145.12,105.54,72.56,118.73,80.71,126.1,141.23,156.37,132.7,100.11,83.23,168.98,200.8,29.1,26.19,34.92
average,2020-10-09 23:38:37,2261.96,769.06,791.68,271.43,180.96,248.82,107.67,230.72,107.67,76.91,99.98,134.59,229.59,213.75,213.75,138.43,133.0,90.48,90.48,121.92,69.67,17.42,39.81
high,2021-03-27 20:56:00,2817.97,1099.01,986.29,112.72,394.52,225.44,274.75,142.87,142.87,131.88,197.82,207.12,286.02,226.85,266.3,66.5,46.22,213.04,181.48,101.45,27.05,47.34,49.6
low,2020-12-22 20:38:53,1695.93,542.7,542.7,237.43,135.67,237.43,108.54,151.96,92.26,48.84,59.7,81.41,184.52,135.68,141.1,128.21,109.22,54.27,81.4,168.58,21.37,23.74,23.74
average,2020-09-30 04:50:39,2221.65,822.01,622.06,222.17,244.38,311.03,123.3,106.86,98.64,205.5,106.86,99.53,149.29,192.84,180.4,122.19,99.98,63.54,180.84,205.28,37.32,37.32,31.1
high,2021-02-27 11:38:07,2710.93,1030.15,1003.04,352.42,243.98,81.33,267.84,267.84,154.52,133.92,133.92,250.76,250.76,310.94,190.58,225.55,126.87,95.15,148.83,21.96,21.15,17.89,20.33
low,2020-10-27 07:47:06,1907.1,572.13,629.34,190.71,305.14,209.78,68.66,171.64,102.98,74.38,97.26,119.57,182.51,163.63,163.63,99.17,91.54,131.21,173.93,88.11,50.35,41.96,29.37
average,2021-04-03 12:54:27,2181.51,850.79,698.08,196.34,261.78,174.52,246.73,255.24,93.59,93.59,59.56,181.5,174.52,181.5,160.56,133.51,62.83,89.01,172.77,104.71,27.92,22.69,19.2
high,2021-07-27 15:18:03,3070.42,982.53,1105.35,368.45,214.93,399.15,206.33,167.03,137.55,186.68,108.08,243.18,232.12,331.6,298.44,187.91,180.54,60.18,154.75,103.78,91.8,99.79,103.78
low,2021-05-18 03:20:32,1917.49,575.25,767.0,95.87,210.92,268.45,92.04,57.53,69.03,161.07,74.78,168.74,237.77,207.09,153.4,62.32,33.55,122.33,88.59,166.44,42.95,24.16,34.9
average,2021-01-08 00:45:17,2192.72,701.67,679.74,197.34,438.54,175.42,154.37,147.35,126.3,63.15,119.28,190.33,149.54,156.34,183.53,136.16,61.18,276.28,162.26,68.41,49.12,35.08,22.8
high,2020-10-25 00:39:46,2657.39,930.09,930.09,239.17,265.74,292.31,130.21,260.43,167.42,111.61,111.61,148.81,251.12,251.12,279.03,136.33,102.84,183.36,82.38,169.54,40.92,43.85,38.0
low,2021-03-09 01:24:29,1819.61,527.69,636.86,291.14,181.96,181.96,73.88,68.6,84.43,73.88,121.37,108.27,210.16,133.74,184.69,203.8,87.34,98.26,83.7,65.51,36.39,38.21,41.85
average,2021-07-06 11:27:50,2179.2,762.72,849.89,174.34,217.92,174.34,183.05,144.92,83.9,99.15,152.54,169.98,203.97,195.47,280.46,99.37,74.97,93.71,124.21,81.94,29.64,26.15,36.61
high,2020-11-04 19:52:43,2985.39,985.18,806.06,447.81,447.81,298.54,187.18,256.15,98.52,147.78,157.63,233.76,177.33,153.15,241.82,246.3,201.51,250.77,197.04,220.92,20.9,26.87,29.85
low,2021-03-15 01:34:20,1394.09,529.75,362.46,125.47,250.94,125.47,100.65,105.95,95.35,90.06,63.57,54.37,112.36,97.86,97.86,86.57,38.9,138.02,112.92,91.59,12.55,11.29,10.04
average,2021-04-12 12:11:37,2266.27,793.2,611.89,339.94,249.29,271.95,118.98,134.84,142.78,174.5,87.25,122.38,159.09,152.97,177.45,193.77,146.17,97.22,152.07,87.02,51.67,67.99,65.27
high,2020-11-17 04:23:20,2725.43,844.88,844.88,272.54,218.03,545.09,177.42,194.32,160.53,101.39,101.39,177.42,219.67,245.02,202.77,144.45,128.09,56.69,161.34,245.29,103.57,70.86,125.37
low,2020-12-18 13:42:11,1821.81,528.32,637.63,273.27,218.62,163.96,58.12,105.66,105.66,116.23,68.68,178.54,140.28,153.03,165.78,139.37,133.9,100.57,118.05,119.69,18.04,11.48,14.76
average,2020-09-15 03:12:06,2220.34,754.92,888.14,133.22,266.44,177.63,188.73,211.38,135.89,90.59,98.14,257.56,186.51,239.8,204.27,71.94,61.28,101.25,165.19,49.74,39.08,35.53,53.29
high,2021-01-06 11:27:37,2595.22,882.37,778.57,259.52,389.28,285.47,132.36,167.65,97.06,114.71,211.77,186.86,155.71,210.21,225.79,160.9,98.62,163.5,225.78,137.03,39.97,48.53,59.95
low,2021-03-28 02:10:50,1646.46,461.01,559.8,246.97,246.97,131.72,50.71,96.81,87.59,55.32,106.03,145.55,128.75,123.16,162.34,155.59,91.38,170.41,76.56,56.64,21.08,27.66,26.34
average,2021-04-29 04:06:40,2228.41,579.39,824.51,200.56,267.41,356.55,104.29,127.47,110.08,75.32,63.73,189.64,173.15,280.33,181.39,130.36,70.2,168.47,98.94,106.96,96.27,67.74,85.57
high,2020-12-24 07:00:09,2973.89,951.64,802.95,356.87,654.26,208.17,228.39,123.71,152.26,133.23,142.75,88.32,313.15,240.88,160.59,185.57,171.3,451.44,202.82,99.92,33.31,49.96,24.98
low,2020-11-17 09:34:22,1827.31,730.92,584.74,182.73,91.37,237.55,204.66,168.11,87.71,116.95,102.33,152.03,152.03,146.19,134.49,111.47,71.26,64.87,26.5,87.89,47.51,59.39,42.76
average,2021-05-19 13:25:50,2250.15,652.54,855.06,135.01,382.53,225.01,104.41,117.46,130.51,91.36,123.98,247.97,230.87,188.11,188.11,86.41,48.6,267.77,114.76,96.75,58.5,42.75,27.0
high,2021-06-24 04:03:02,2968.96,950.07,890.69,475.03,267.21,385.96,190.01,152.01,152.01,123.51,161.51,124.7,302.83,204.86,258.3,289.77,185.26,184.37,82.84,158.24,77.19,81.05,69.47
low,2020-09-29 11:50:08,1490.54,447.16,581.31,134.15,223.58,104.34,129.68,58.13,62.6,80.49,58.13,63.94,191.83,197.65,127.89,84.51,49.64,73.78,149.8,75.12,5.22,9.39,14.61
average,2020-12-17 18:33:47,2254.52,631.27,743.99,202.91,270.54,405.81,82.07,94.69,69.44,101.0,138.88,141.36,163.68,200.88,238.08,123.78,79.13,167.73,102.81,206.96,73.05,64.93,60.87
high,2020-10-15 00:36:25,3041.81,1003.8,1186.31,182.51,334.6,334.6,160.61,120.46,140.53,120.46,260.99,201.67,320.3,332.17,332.17,114.98,67.53,123.8,210.8,194.07,53.54,40.15,46.84
low,2020-11-02 22:23:18,1563.1,625.24,500.19,93.79,171.94,171.94,75.03,125.05,118.8,68.78,118.8,125.05,130.05,155.06,90.03,52.52,41.27,89.41,82.53,73.93,25.79,37.83,34.39
average,2020-12-28 03:06:50,2233.11,580.61,759.26,267.97,424.29,200.98,121.93,133.54,75.48,104.51,58.06,212.59,182.22,189.82,174.63,163.46,104.51,186.69,237.6,58.28,54.26,40.2,48.24
high,2020-09-10 15:37:55,2550.64,994.75,994.75,229.56,153.04,178.54,288.48,129.32,119.37,159.16,139.27,248.69,278.53,208.9,258.63,123.96,105.6,41.32,111.72,87.48,32.14,32.14,26.78
low,2020-09-16 03:50:56,1443.2,461.82,519.55,129.89,144.32,187.62,73.89,55.42,46.18,87.75,115.45,77.93,135.08,109.11,197.43,72.74,57.15,57.73,86.59,69.42,46.91,28.14,43.15
average,2021-08-07 02:51:08,2189.51,832.01,613.06,262.74,262.74,218.95,183.04,199.68,91.52,108.16,124.8,98.09,171.66,177.79,165.53,141.88,120.86,183.92,78.82,151.08,28.46,13.14,26.27
high,2021-01-11 15:25:09,2994.52,1107.97,958.25,449.18,149.73,329.4,188.35,155.12,177.28,254.83,210.51,220.4,344.97,191.65,201.23,300.95,148.23,97.32,52.41,125.17,75.76,65.88,62.59
low,2020-11-21 08:20:01,1841.02,607.54,589.13,239.33,294.56,110.46,85.06,91.13,115.43,97.21,127.58,100.15,188.52,188.52,111.93,138.81,100.52,191.46,103.1,70.69,8.84,14.36,16.57
average,2021-03-17 21:46:54,2208.15,728.69,618.28,309.14,331.22,220.81,145.74,116.59,123.88,153.02,87.44,68.01,197.85,204.03,148.39,213.31,95.83,162.3,168.92,132.49,28.71,19.87,39.75
high,2020-09-26 02:23:44,2485.78,870.02,894.88,298.29,248.58,174.0,182.7,234.91,139.2,121.8,104.4,161.08,277.41,259.52,196.87,152.13,146.16,87.0,161.58,60.9,34.8,33.06,45.24
low,2020-11-04 12:01:55,1815.56,726.22,526.51,181.56,181.56,199.71,217.87,123.46,87.15,87.15,101.67,131.63,131.63,131.63,131.63,114.38,67.18,61.73,119.83,127.81,29.96,25.96,15.98
average,2021-02-09 03:09:35,2194.36,833.86,636.36,351.1,175.55,197.49,208.46,200.13,108.4,91.72,108.4,171.82,171.82,127.27,165.45,193.1,158.0,124.64,50.91,112.57,25.67,33.57,25.67
high,2021-04-13 19:27:53,2513.98,628.5,879.89,377.1,402.24,226.26,106.85,157.12,62.85,106.85,94.27,193.58,193.58,255.17,237.57,248.89,128.21,112.63,289.61,138.02,18.1,24.89,45.25
low,2020-10-16 01:00:59,1364.86,368.51,545.94,204.73,122.84,122.84,55.28,99.5,58.96,44.22,62.65,125.57,141.94,152.86,125.57,104.41,100.32,50.36,72.48,44.22,30.71,18.43,29.48
average,2020-11-25 17:14:35,2191.57,810.88,767.05,219.16,175.33,219.16,121.63,218.94,129.74,105.41,97.31,130.4,199.43,214.77,222.44,129.3,89.86,91.17,84.16,111.77,37.26,32.87,37.26
high,2021-07-26 13:30:26,2538.92,939.4,863.23,228.5,279.28,228.5,159.7,112.73,112.73,178.49,206.67,172.65,224.44,250.34,215.81,118.82,109.68,203.87,75.41,125.68,41.13,38.85,22.85
low,2021-03-21 03:14:30,1322.47,343.84,423.19,211.6,238.04,105.8,85.96,89.4,58.45,30.95,48.14,76.17,97.33,118.49,131.19,137.54,74.06,109.5,128.54,34.91,25.39,19.04,26.45
average,2021-02-25 15:12:32,2199.36,813.76,593.83,263.92,307.91,219.94,211.58,162.75,122.06,113.93,138.34,83.14,148.46,172.21,190.03,179.47,84.45,160.11,147.8,127.57,30.79,35.19,26.39
high,2021-05-15 23:46:54,3025.5,756.38,1058.92,393.31,423.57,393.31,204.22,204.22,128.58,68.07,83.2,169.43,360.03,296.5,232.96,224.19,169.12,211.78,211.78,192.72,55.06,55.06,90.46
low,2021-02-23 04:12:11,1604.53,465.31,449.27,192.54,160.45,336.95,139.59,79.1,51.18,55.84,74.45,80.87,116.81,134.78,116.81,111.67,80.87,118.73,41.72,124.67,77.5,77.5,57.28
average,2021-05-26 14:25:29,2250.56,652.66,652.66,270.07,337.58,337.58,91.37,117.48,71.79,71.79,143.59,78.32,228.43,169.69,176.22,183.65,86.42,168.79,168.79,229.55,47.26,33.76,27.01
high,2020-10-30 07:58:08,2591.14,829.16,984.63,336.85,285.03,155.47,232.16,116.08,132.67,99.5,107.79,256.0,246.16,256.0,226.46,188.64,148.21,188.12,96.91,40.42,35.76,40.42,38.87
low,2021-07-06 23:39:41,1703.62,596.27,494.05,170.36,204.43,238.51,155.03,101.37,83.48,143.1,59.63,54.35,143.27,172.92,123.51,90.29,80.07,63.37,141.06,66.78,59.63,59.63,52.47
average,2021-06-25 18:36:43,2224.42,711.82,711.82,444.88,177.95,177.95,121.01,192.19,113.89,99.65,149.48,177.96,156.6,185.07,192.19,231.34,213.54,55.16,122.79,71.18,32.03,24.91,49.83
high,2020-11-26 14:07:42,2622.14,760.42,970.19,445.76,262.21,183.55,114.06,205.31,136.88,91.25,98.85,242.55,320.16,213.44,194.04,254.08,191.68,76.04,186.17,110.13,20.19,27.53,25.7
low,2021-07-31 08:00:57,1689.65,574.48,523.79,101.38,202.76,287.24,97.66,63.19,114.9,86.17,103.41,110.0,204.28,120.47,89.04,61.84,39.54,72.99,129.77,183.83,37.34,37.34,28.72
average,2021-08-17 07:06:27,2219.36,577.03,843.36,332.9,332.9,133.16,150.03,63.47,80.78,98.1,109.64,151.8,126.5,286.74,278.31,233.03,99.87,136.49,196.41,57.26,21.31,22.64,31.96
high,2021-07-26 20:18:36,2600.82,936.3,988.31,260.08,182.06,234.07,149.81,112.36,149.81,140.44,196.62,128.48,316.26,197.66,345.91,143.04,117.04,131.08,50.98,67.88,53.84,49.15,63.2
low,2020-11-06 19:47:30,1423.38,498.18,526.65,142.34,128.1,128.1,109.6,99.64,94.65,39.85,64.76,142.2,157.99,100.06,126.4,93.94,48.4,56.36,71.74,47.4,28.18,28.18,24.34
average,2021-05-13 13:37:32,2229.6,713.47,802.66,289.85,267.55,156.07,78.48,199.77,142.69,92.75,121.29,104.35,208.69,240.8,248.82,173.91,115.94,120.4,147.15,101.45,28.09,10.92,15.61
high,2021-02-12 18:39:28,2927.25,995.27,848.9,468.36,292.73,322.0,159.24,179.15,159.24,169.2,169.2,246.18,212.22,195.25,195.25,309.12,159.24,143.44,149.29,222.18,35.42,38.64,25.76
